instance,rohanrajpal/bert-base-codemixed-uncased-sentiment,Sangramsing/whisper-large,michaellee8/wisper-base-jwt,Geotrend/bert-base-15lang-cased,lesliejd/jt-whisper,racheltong/whisper-tiny,nbroad/mt5-base-qgen,AbhirupGhosh/opus-mt-finetuned-en-hi,S-Fry/large,Helsinki-NLP/opus-mt-iir-en,damerajee/hindi-english,nbroad/mt5-small-qgen,Varosa/mbart-many-to-many,aditii09/whisper_eng_asr,bitextor/bicleaner-ai-full-en-hi,patrol90/whisper-large,Helsinki-NLP/opus-mt-en-inc,setu4993/LEALLA-base,Areeb123/En-Hi_Translation_Model,rohanrajpal/bert-base-multilingual-codemixed-cased-sentiment,monsoon-nlp/muril-adapted-local,Evan-Lin/whisper-large-v1-tw,defining/maggle,rohanrajpal/bert-base-en-hi-codemix-cased
Sir gaurakhsha k naam pr kitne musalmaan bhaiyo k maare gaye Aur ab yeh vande mataram  pr politics Toh Sir yeh .... Rehene doo sir,46,46,46,46,46,46,40,52,46,64,52,40,40,46,40,46,50,41,52,46,39,46,46,46
Ek Salman hai jo aapni jeb se gareebo ko paise deta hai aur ek Salman hai jo viklang/Garib ke paiso se aapni jeb bharta hai!!!#irony,48,52,52,48,52,52,42,66,52,77,66,42,42,52,42,52,64,40,66,48,43,52,52,48
"#CaptionTheMoment #MicromaxCup #IndVsSL "" Badshah hai cricket ke kaam me na kisi se kam Naam to suna h hoga Shikhar dhawan""",42,50,50,47,50,50,37,55,50,66,55,37,41,50,41,50,54,40,55,42,39,50,50,42
Tum log sirf. *TRIPLE TALAQ* *UNIFORM CIVIL CODE* *DESH BHAKT- DESH DROHI* *VANDE MATARAM* *GAU* *LYNCHING*,43,60,60,59,60,60,43,65,60,83,65,43,46,60,46,60,58,47,65,43,59,60,60,43
mujy politics wagra m interst ni aam awam ki jan ki b ahmiyat h jis ko ap log nazr andaz kr daty ho,34,37,37,35,37,37,32,43,37,57,43,32,34,37,34,37,42,31,43,34,32,37,37,34
"To sucide bomb kha blast kar rhi ho.mein virat ki ek pic vej deti hoon.Dekh k maar jana ,Lahore mein mt karna ,abhi cricket ana suru hua hey",51,53,53,50,53,53,45,63,53,79,63,45,49,53,49,53,59,41,63,51,39,53,53,51
is larkio se mujhe1baat puchna tha ki islam me apko kya a66a laga?burkha?triple talaq?or koi khas chess??hume to dikhti nehi kuch khas?,53,64,64,53,64,64,46,65,64,78,65,46,48,64,48,64,63,47,65,53,46,64,64,53
Tho kiya hua  Akmal ne tho nehi mara.71 me jo Pakistan ne kiya ucke liye me sirf kuch lugoko dusi manta hu. and cricket fan is everywhere,46,48,48,46,48,48,38,49,48,66,49,38,38,48,38,48,49,38,49,46,40,48,48,46
"Purane jumle bilkul naye Andaz mei, pata nahi muslim kyo nahi maan rahe hai ki india ka vikas triple talaq se ruka hua hai,,,",41,54,54,42,54,54,38,55,54,66,55,38,37,54,37,54,52,36,55,41,38,54,54,41
"@m_z_evil Itne 'neta' hain India mein, ki jaha khudai karo vahi se aawaz aayegi, ""arre mujhe bhi to nikalo, mai bhi hu yaha pe"" #sarcasm",57,61,61,57,61,61,54,69,61,77,69,54,52,61,52,61,69,50,69,57,48,61,61,57
Bihar me Lalu ko jo punish kiya is rha he wo bhe dekh lete Congressi chammmach to aise sawal nhe puchte...waha to badle k politics bologe,48,51,51,47,51,51,40,50,51,68,50,40,41,51,41,51,47,43,50,48,42,51,51,48
Sports  ko nayi disha dijiye aur cricket hi nahi har khel n khilaadi ko baraabari ka samman dilaayiye--- Jai hind,37,39,39,37,39,39,31,42,39,58,42,31,34,39,34,39,42,32,42,37,28,39,39,37
Bhai sab se pehle aaj cricket hi dekh lo baqi choro.  Baqi ye b himmat hi hoti hsi k ache ko acha bolo is se aap ki ezzat barhti hai,47,50,50,47,50,50,46,61,50,77,61,46,43,50,43,50,55,41,61,47,40,50,50,47
Bomb banane waale Toilet banane ki baat kr rhe h #Irony,19,22,22,20,22,22,16,24,22,31,24,16,15,22,15,22,22,15,24,19,17,22,22,19
Ckt News: S Ajmal Sohail khan k BaaD Ab Umar Akmal Aur SharJeel khan Ko Be Wajah Cricket se Door Kiya Ja Raha Hai J Miandaad,42,46,46,44,46,46,40,54,46,65,54,40,38,46,38,46,49,38,54,42,43,46,46,42
Yahi hoga jab sadhu santo ko politics me utaro ge.....,20,17,17,20,17,17,15,20,17,28,20,15,15,17,15,17,21,19,20,20,18,17,17,20
@narendramodi ji kya ghar pane ke liye hume bhi politics khelni padegi jaise neta vote pane ke kiye khelte hain.#ModiSaveAmrapaliBuyers,49,52,52,52,52,52,41,56,52,74,56,41,43,52,43,52,54,40,56,49,39,52,52,49
Kahen aisa tu nahi ke #Pak cricket team ki tarah sirf start he acha liya ho  #NA120 #PTI #PMLN,33,41,41,34,41,41,31,38,41,52,38,31,30,41,30,41,39,28,38,33,27,41,41,33
Aur triple talaq free me milta hi bina koi judicial authority ke,16,23,23,16,23,23,15,18,23,33,18,15,14,23,14,23,19,14,18,16,14,23,23,16
"Sunio bhai mediakarmi,uri,pathankot,kupwara,sukma,fayaz in sab se triple talaq bada hai kya??",37,45,45,37,45,45,32,42,45,52,42,32,31,45,31,45,40,33,42,37,33,45,45,37
#TripleTalaq se Bachadiya Aur kya Chahiye,14,18,18,15,18,18,11,19,18,23,19,11,13,18,13,18,17,13,19,14,13,18,18,14
Kuchh bhi cricket me magar hum pakistaniyo jaisa chutiyapa nahi krte hai.. TV bahot important hai bhai  #INDvAUS,37,39,39,39,39,39,31,46,39,61,46,31,32,39,32,39,45,34,46,37,31,39,39,37
Atankwadi bhaiyo ko 2 din chutti pe bhejdo is bar kuch hua to Pak ke saath Keniya bhi nahi khelega But good to see cricket back in pak,43,49,49,44,49,49,38,50,49,73,50,38,39,49,39,49,52,37,50,43,36,49,49,43
Tunhare me ladke nd maulawi triple TALAQ and HALALA jaise rape ko Islam ke naam pe shaan se karte hain.pyar tum Kya jano.,42,52,52,45,52,52,36,52,52,69,52,36,40,52,40,52,48,37,52,42,38,52,52,42
Yaar ek ehsaan mujh par karna ki mujhpar koi ehsaan mat karna   #Dialogue #Bollywood,31,34,34,29,34,34,28,34,34,49,34,28,22,34,22,34,38,22,34,31,22,34,34,31
Dowry deaths bahu ko jala kar mardiye jaraha hai  Agar triple talaq hota toh voh husband ussey chord deta maarta nahi,37,45,45,37,45,45,33,44,45,61,44,33,32,45,32,45,44,29,44,37,32,45,45,37
"Bharat ek esa desh hi, jiske sainikon ko Marne ke liye yudh ki jarurat nahin padti  Yes hamare  desh ki gandhi politics ki vajah se hi",45,51,51,43,51,51,42,59,51,68,59,42,41,51,41,51,51,38,59,45,31,51,51,45
Ye chacha pehle actor Tha ab Villain ho Gaya ek Gujarat me Drama School KE badle .....aur hume sikhata Hai Politics,35,35,35,35,35,35,34,41,35,59,41,34,31,35,31,35,38,32,41,35,32,35,35,35
"#ThankYouWorldEleven Gali gali mein shor hai. Cricket apna shok hai, par saraa tabar chor hai.. ;)",33,37,37,37,37,37,29,42,37,52,42,29,29,37,29,37,41,31,42,33,31,37,37,33
#IPLMediaRights @SPN_Cricket @SonyTV @StarSportsIndia ab heera thakur chuttiya kamm manaega congrats star,35,42,42,36,42,42,30,48,42,60,48,30,38,42,38,42,44,34,48,35,35,42,42,35
Ye Bollywood wale sabhi anti nationalist hai .Sirf bayan baji are jigra hai to gambhir ne abhi do bachche ka padhai ka jimma liya ek tweet u,45,48,48,43,48,48,42,55,48,75,55,42,40,48,40,48,50,39,55,45,32,48,48,45
sahi kaha Bhai kyunki khatoli me unki politics nahi chalti train accidents toh unki sarkar me bhi huye hai,33,40,40,34,40,40,28,38,40,51,38,28,31,40,31,40,37,27,38,33,24,40,40,33
Aap triple Talaq isliye Bachana Chahte Hain Ki Bahu Bhi baat kar sakte anginat bacha Paida Kare awadi Barhawe,37,43,43,37,43,43,34,45,43,58,45,34,31,43,31,43,44,30,45,37,32,43,43,37
: Yaal-Pannai Kadatparappil Padahonru Kavilnthathil Oruvar Pali; 6 Per Hospitalil  CRICKET #SLvIND SL 236/8(50) Malayinaal Poatti Thaamatham,47,59,59,52,59,59,48,62,59,78,62,48,49,59,49,59,58,49,62,47,52,59,59,47
"Ram born in Ayodhya issue of faith, so is triple talaq: Muslim Board....",24,27,27,22,27,27,19,21,27,41,21,19,20,27,20,27,22,22,21,24,20,27,27,24
20 sal tu ne naukari ki tab to tune ye video nahi dala jab VRS dae diya tab politics main ane kae liye tune ye sab kiya  @iTejbahadur,42,57,57,43,57,57,38,49,57,61,49,38,39,57,39,57,50,36,49,42,36,57,57,42
@narendramodi bahut ho gayi vote bank ki politics... Ab caste based reservations ko khatm karke monetary based karne ka waqt aa gaya hai..,42,40,40,43,40,40,40,46,40,73,46,40,38,40,38,40,46,35,46,42,33,40,40,42
Jo desh ki raksha karte karte apni Jan dete hai usko hum hero nahi banate. Lekin cricket match jitane vali team ko paisa aur pyar bahutdete.,44,51,51,44,51,51,38,56,51,73,56,38,37,51,37,51,53,37,56,44,33,51,51,44
Politics me aaj o din aa gaya hi ki ...virodh karne k liye Hindu ko v mugaliya bana dete hain...,33,35,35,34,35,35,31,36,35,52,36,31,28,35,28,35,36,29,36,33,28,35,35,33
triple talaq inke liye zaroori hai,11,16,16,11,16,16,9,13,16,17,13,9,10,16,10,16,13,9,13,11,7,16,16,11
"Karachi: #Pakistan Cricket Team K Capton Sarfaraz Ahmed Baray Bhai K Hamrah Maweshi Mandi Puhanch Gaye, Qurbani Ka Janwar Kharid Lia,",47,49,49,42,49,49,39,51,49,65,51,39,39,49,39,49,41,37,51,47,40,49,49,47
"In india, Pehle FIR fir case file hota hai (Fir politics hoti hai) Fir jaanch hoti hai Fir agar suboot mile to  5yrs later saza hoti hai",41,47,47,45,47,47,40,51,47,71,51,40,42,47,42,47,50,39,51,41,39,47,47,41
Aur kitne ache din chahiye  #RamRahimVerdict #TripleTalaq #RightToPrivacy,25,32,32,29,32,32,22,32,32,38,32,22,26,32,26,32,32,26,32,25,28,32,32,25
Nahin bhai har time sunta hoon iski commentary cricket ki baat hi jyada karta hai yeh aur kuch bate dusri bhi krta h woh bhi interesting,42,44,44,42,44,44,37,50,44,69,50,37,35,44,35,44,49,34,50,42,35,44,44,42
Ha ha ha. Triple Talaq PE apani bivi KO pareshan karane vale secular gyan de rahe hai. Congress is gangotri of scam. Dr Kafil Hero?,42,42,42,40,42,42,39,47,42,73,47,39,40,42,40,42,45,39,47,42,36,42,42,42
Agar politics par baat karna nahin ati..tu ghatya baat bhi na karo  Warna bhoat kuch sunanay ko milay gha,36,41,41,38,41,41,31,41,41,54,41,31,28,41,28,41,41,27,41,36,30,41,41,36
Rahman saheb kashmir me jo kuchh ho raha hai us par bhi kabhi kuchh bol dijiye Pakistan ko cricket me jitne india patakhe futte hai,43,45,45,41,45,45,37,52,45,65,52,37,36,45,36,45,51,35,52,43,32,45,45,43
"Politics ka level itna niche gir gaya hai ki mp , mla banane ke liye gunde aur mawali rapist babao ka sahara lete hai aur unka sath dete han",45,47,47,46,47,47,43,53,47,72,53,43,41,47,41,47,51,38,53,45,37,47,47,45
Bhagavad Gita was recited during Mahabharata war that killed millions :-) #Irony !,23,28,28,23,28,28,22,27,28,42,27,22,21,28,21,28,25,20,27,23,17,28,28,23
Ha ha wo aap per bhi lagu hota hai..Ye politics hai aur Ye sab jayaz hai..,27,26,26,27,26,26,23,31,26,44,31,23,23,26,23,26,31,23,31,27,23,26,26,27
Inase Milo Harayana Aur Punjab Ki Lagi Padi Hai Ye Politics 2 Khel Rahe Hai Phir Hum Inhe Chutia Bol Sake Hai,35,37,37,32,37,37,33,43,37,55,43,33,32,37,32,37,42,29,43,35,34,37,37,35
Abhi tak cricket me hi pade ho 2050 tak ek hi jeet celebrate karna,18,21,21,18,21,21,18,22,21,33,22,18,17,21,17,21,22,16,22,18,15,21,21,18
MSK Prasad bhuat din se bole nai bhai.jese cricket khelte the wese haal ho Gaya Bhai.aapka to bcci se nakal Jana chahiye . pic.twitter.com/XoQToBaAMA,59,65,65,64,65,65,54,71,65,90,71,54,51,65,51,65,67,46,71,59,47,65,65,59
Triple talaq ka karlo pehle kuch,10,16,16,10,16,16,8,12,16,15,12,8,10,16,10,16,12,9,12,10,7,16,16,10
demand karne walon ki supply zyada hai. #irony #fb,16,20,20,16,20,20,15,20,20,26,20,15,16,20,16,20,19,14,20,16,14,20,20,16
Modi ji kaha ho aap triple talaq par hazir the abhi kaha ho #RamRahimSingh,26,35,35,28,35,35,21,30,35,41,30,21,24,35,24,35,28,23,30,26,23,35,35,26
Right but dhire dhire sab badal jayega ab politics me  sikchhit log wa budhi jiv log aa rhe hai.Jo har waykti ki bhawnao ko samjhte hai,45,47,47,45,47,47,43,60,47,72,60,43,46,47,46,47,57,42,60,45,39,47,47,45
Achha hota yadi cricket se jiyada annya khelon par diyan diya jaye,22,25,25,23,25,25,19,27,25,34,27,19,20,25,20,25,25,18,27,22,16,25,25,22
RT @CraigBush10: RT @harryptl3212: Bhaii Bhaii Hota Hain...#SalmanKhan #hashtag #bollywood #king #salmankhanfanpic.twitter.com/osuSzSwwxv,68,67,67,66,67,67,52,71,67,84,71,52,57,67,57,67,65,54,71,68,56,67,67,68
"Kuchh log Muslim ko hiro banae me lage rahte hai,ye Bollywood movie jaisa ki hamesa muslim ko achha aur Hindu ko galat hi dikhaya jata hai.",46,48,48,43,48,48,40,54,48,80,54,40,39,48,39,48,53,40,54,46,38,48,48,46
"Kabhi edher kabhi udhar, achcha lagta hai, politics mein.khattar should resign.",27,26,26,27,26,26,25,30,26,43,30,25,23,26,23,26,29,23,30,27,21,26,26,27
Bhai ek baat sach bata screening me. Jinko bulaya jata hai bollywood ke. Logo ko aajtak kisi ne negative bola hai ? Hadd hai,39,41,41,39,41,41,39,51,41,68,51,39,34,41,34,41,52,33,51,39,34,41,41,39
abhi tak ye baat samajh main nahi aai triple talaq musalmano k liye ban lekin khush hindu and media ho rahain hain,35,45,45,35,45,45,32,45,45,55,45,32,30,45,30,45,45,29,45,35,26,45,45,35
Bhai ye modi k bhakt ek no k chutiye h inhe bs har jagah apni politics nazar aa rai h,30,32,32,30,32,32,29,38,32,48,38,29,27,32,27,32,37,25,38,30,23,32,32,30
Assalam Alykum bhaijaan kaise ho aap mujhe aapke saat cricket khelna hai,26,25,25,26,25,25,20,31,25,41,31,20,18,25,18,25,32,21,31,26,18,25,25,26
Bhutto ke naam py de dy bibi ke naam py de dy aur ab nakli Bhutto ke naam py de dy... Ye hai politics?,37,35,35,37,35,35,28,47,35,51,47,28,31,35,31,35,43,31,47,37,35,35,35,37
"Zinda log ikaththa ho rahe hain, Kahin koi mar gya hai shayad. #shair #kavya #Irony #Life @SufiTalks",40,45,45,41,45,45,37,45,45,62,45,37,36,45,36,45,44,36,45,40,35,45,45,40
"Plz gorakhpur ghatna ko le Kar politics na karein ,agr Kutch Kar sakte hi to in parivar walon ke Saath unki is dukh bhari ghadi mai",43,47,47,44,47,47,43,53,47,61,53,43,43,47,43,47,51,41,53,43,32,47,47,43
"Ha, bhot tarakki kar raha hai #sarcasm",15,17,17,15,17,17,13,18,17,22,18,13,13,17,13,17,18,13,18,15,12,17,17,15
BC Pakistaniyo sy apni politics sambhali nai jati or Trump ko farig karwanay k chakaron main par gaye hain  #JustPakistaniMediaThings,41,44,44,40,44,44,34,51,44,72,51,34,38,44,38,44,45,35,51,41,38,44,44,41
"Jinko #JaiHind ,#VandeMataram  aur #BharatMataKiJai  par Politics Najar aati hai aur jo ye sab mante hai Mar Jao.  #IndependenceDayIndia",42,55,55,50,55,55,42,61,55,75,61,42,48,55,48,55,58,45,61,42,45,55,55,42
Triple talaq par suprecourt ne aitihasik faisla sunakar hamari Muslim bahano k prati vishwas kayam kiya hai...jai sc,41,42,42,40,42,42,33,46,42,60,46,33,34,42,34,42,44,34,46,41,28,42,42,41
"#Irony After singing National Anthem what we see is, ""Iss Sehar ko ye hua kya,, Kahi raakh he,, to kahi Dhua Dhua !!""",44,43,43,43,43,43,40,43,43,64,43,40,42,43,42,43,44,39,43,44,39,43,43,44
"""Sanchita Banerjee  #SanchitaBanerjee #Bhojpuri #Beautiful #Beauty #Bollywood #India #Star #Girl""#Bhojpuri_Magicpic.twitter.com/ymWPZqaWeR",54,69,69,56,69,69,43,72,69,88,72,43,57,69,57,69,71,47,72,54,44,69,69,54
Tu quran and hadith utha ke halala and triple talaq kab khatam karega jaldi se bol. Family main rape band kar pehle. Maa behan ko ijjat do.,43,53,53,43,53,53,41,55,53,72,55,41,42,53,42,53,53,39,55,43,38,53,53,43
Triple talaq par kanoon baney hum khuss hain ...lekin bina talaq boley chhor do jaise modi ji ne chhoda uss par bhi kanoon hona chahiye ki n,48,57,57,48,57,57,42,55,57,76,55,42,44,57,44,57,54,42,55,48,39,57,57,48
"aur kyaa kahun, chhoti moti chori- rishvat khori deti hai apana guzara yahan aap ki dua se baki thik thak hai.. #BharatBandh #Bandh #Sarcasm",55,62,62,57,62,62,48,70,62,81,70,48,55,62,55,62,65,47,70,55,45,62,62,55
#Irony at its best. Jisko bachana chaha wahi jaan lene pe aa gye #KanhaiyaKumar,30,34,34,31,34,34,29,35,34,43,35,29,31,34,31,34,35,25,35,30,27,34,34,30
Failed politics. Aap ka pas kuch karne k liye nahi hai toh aap Rahul gandhi ki aaloo ki factory me kaam kijiye.,35,41,41,36,41,41,33,43,41,60,43,33,32,41,32,41,40,28,43,35,29,41,41,35
Cricket ki baat me desh kahase aa gaya ??,14,16,16,15,16,16,15,20,16,22,20,15,12,16,12,16,17,12,20,14,11,16,16,14
Kya karoge bhai ye politics hi behudi hai,13,14,14,13,14,14,9,14,14,20,14,9,11,14,11,14,14,12,14,13,11,14,14,13
Aakash ji plz purnai tasvire share Kiya Karo .hame bhi acha lagta hai aapke purane photo dekha ..#Cricket,36,42,42,37,42,42,39,43,42,58,43,39,34,42,34,42,41,32,43,36,32,42,42,36
jese 30 hindu funduos ko goli mare gai hai waise triple talaq ko defend karne walo ko goli  maar deni chahiye Kya rai hai,34,47,47,34,47,47,32,45,47,65,45,32,33,47,33,47,45,30,45,34,29,47,47,34
Bhai mazaa aa gya new video me  @iAmitBhadana  ab bs galli cricket ki ek aur video banao,29,33,33,30,33,33,29,35,33,47,35,29,30,33,30,33,34,27,35,29,26,33,33,29
Triple talaq Nitish he diya aur Halala congress ka ho gaya.,18,22,22,19,22,22,15,19,22,31,19,15,17,22,17,22,19,15,19,18,14,22,22,18
Insaf aur ehtesab ab to Pakistani politics main hathiyar ban giya hai jo seyasi hareef ke khilaf istamal kiya jata hai. #NS #PMLN,43,48,48,43,48,48,40,53,48,73,53,40,42,48,42,48,52,37,53,43,39,48,48,43
Aaj ke din toh politics mat kariye!!  Isiliye congress ka ye haal hai,23,24,24,23,24,24,18,25,24,33,25,18,18,24,18,24,25,18,25,23,19,24,24,23
musalman aurton par bh ye sher sahi baithe ga jinke haq k liye aur triple talaq k liye ufaan th,34,39,39,34,39,39,29,40,39,47,40,29,30,39,30,39,39,28,40,34,25,39,39,34
"Zaat e aadam ki ye tarakki to dekho, Udna safar ban gaya aur chalna ""suffer""  #sarcasm",31,41,41,32,41,41,31,37,41,48,37,31,29,41,29,41,35,28,37,31,27,41,41,31
Jail me bhi cricket match dekhne ka vewastha  karwa dete  Bada dikkat ho rahi hai  Sirf kalpna karke kaam chalana pad raha hai,38,46,46,40,46,46,34,52,46,62,52,34,34,46,34,46,48,31,52,38,30,46,46,38
Modiji aap triple talaq ke khilaf they. Fir ye kya hai. Ek or U turn.,24,33,33,25,33,33,21,29,33,36,29,21,21,33,21,33,27,21,29,24,23,33,33,24
Bhai sachaa deshbhakt hai pop bollywood celebrities ko sikhna chaahiye inse   Nd many many congratulation Bhai Vijender Singh Jai ho,40,40,40,39,40,40,34,41,40,68,41,34,36,40,36,40,44,31,41,40,32,40,40,40
Chaiya Chaiya - Dil Se    PART 2  #DilSe #SRK #TheBestOfSRK #Bollywood pic.twitter.com/pVMFCpaFU9,42,52,52,44,52,52,33,47,52,58,47,33,38,52,38,52,45,38,47,42,40,52,52,42
Nawaz shareef ke janey ke baad PAKISTAN me international cricket ki waapsi... Yeh saboot hai ke jb burai jaati hai to achhai aati hai..,44,45,45,46,45,45,41,58,45,74,58,41,39,45,39,45,56,39,58,44,39,45,45,44
Ye sab politics hai congress ke time per cause chal raha tha but sunvayi nhi hui bjp aaye hue 3 years ho gaye saja ab hui ye bhi raaz khule,46,47,47,47,47,47,38,50,47,75,50,38,39,47,39,47,50,36,50,46,34,47,47,46
Chinese President Tweets in Hindi Kamino.....Tumhara triple talaq aur RamRahim ka topic khatam ho jaye tho meri dhamki pur bhi focus Karna,45,51,51,44,51,51,34,45,51,69,45,34,36,51,36,51,44,38,45,45,41,51,51,45
Pakistan ki Politics kis taraf ja rahi hai saf dikhai dey raha hai. #AltafAndNawaz,28,34,34,29,34,34,22,32,34,45,32,22,24,34,24,34,31,23,32,28,23,34,34,28
Sharm ki baat hai. Bachcho ki maut pr bhi politics  ye neta haramkhor apne family k bhi nhi ho sakte,35,35,35,34,35,35,28,41,35,50,41,28,28,35,28,35,38,25,41,35,28,35,35,35
@ramsha001 yaar Mairay sath tweeting kr kr k lagta hai smart ho gayai ho lol #sarcasm@itsbest,35,37,37,35,37,37,32,39,37,50,39,32,30,37,30,37,37,30,39,35,34,37,37,35
Pura Bollywood ka talwe chatne ke baad bhi TOILET sirf 13 cr haga hai    Aur phir bhi apni tatti stardom ki baat karta hai   Besharam,44,53,53,44,53,53,37,55,53,70,55,37,34,53,34,53,54,36,55,44,36,53,53,44
@kanhaiyajnusu kanhaiya kumar #TripleTalaq @narendramodi ji ne khatam kara diya ab jaldi mudda dhundo kis baat par virodh karna hai.,47,56,56,48,56,56,39,61,56,69,61,39,41,56,41,56,58,40,61,47,38,56,56,47
desh me yuva berozgaari se pareshan hai aur budhawe ko triple talaq ki padi hui hai,26,36,36,26,36,36,22,35,36,43,35,22,23,36,23,36,33,23,35,26,23,36,36,26
"Cricket News: - Pakistan Main Acha Waqt Guzaar Rahe Hain, Shaiqeen Bohat Ache Hain, Wicket Bohat Achi Thi. #Hashim Amla - ""Azaad",46,52,52,47,52,52,46,50,52,69,50,46,42,52,42,52,48,40,50,46,46,52,52,46
For eg triple talaq ki baat huyi toh koi celeb aage nahi aaya. Particularly the Khans.,28,36,36,30,36,36,28,35,36,49,35,28,26,36,26,36,33,24,35,28,26,36,36,28
Oyeee aap bhi ho....kaha aap log to bas politics batiyate ho hamse nahi to bakaiti. In surk aankho ke dard ka sabab bhi nahi puchhta koi,52,53,53,52,53,53,41,55,53,73,55,41,43,53,43,53,57,42,55,52,42,53,53,52
tum Chutiyo khangressio ko ye nehi lagta ki China hat gya kyu ki uski maa behn sab ek ho gye hai!!! yah abhi politics kerne aa gye suwar,49,49,49,49,49,49,45,59,49,70,59,45,46,49,46,49,59,44,59,49,44,49,49,49
Nashta k duran bhi politics pay behas :-/ Pagal hu chuky hain sab Pakistani,24,27,27,23,27,27,22,28,27,38,28,22,20,27,20,27,26,19,28,24,21,27,27,24
England Ki Sabiq Khatoon Cricketer Jan Barten 58 Baras Ki Umar Main Chal Basi. Jan Barten Kaafi Arse Se Cancer K Marz Main Mubtila Thin.,42,48,48,42,48,48,38,47,48,68,47,38,39,48,39,48,44,39,47,42,41,48,48,42
Acha aunty triple talaq ke baare mein kuch bolo..aur halala nikah ke baare mein bi batao,28,35,35,28,35,35,28,39,35,47,39,28,26,35,26,35,38,25,39,28,26,35,35,28
"@TahirulQadri, Pak politics mein Loha garam hai aj kal,is baar kuch na kia to agey bhi ap se kuch nahin hona. Mr Canada.",46,48,48,45,48,48,39,53,48,66,53,39,38,48,38,48,52,36,53,46,36,48,48,46
manta hu tripletalaq gamvir mudda Hai parantu charcha Bhartiya mahilao ki durgati par hona chahiye.,32,37,37,32,37,37,27,41,37,49,41,27,28,37,28,37,38,27,41,32,24,37,37,32
@SPN_Cricket dhoni ke upar baty Nhi karna chahiy o 2019tk jarur khely Aur gambhir ko ipl se bhahar kar Dena chahy,44,47,47,45,47,47,41,52,47,63,52,41,41,47,41,47,51,38,52,44,35,47,47,44
bollywood ki yahi to life hai.....achha hai thoda to pahena hai....,28,25,25,28,25,25,18,27,25,34,27,18,20,25,20,25,28,25,27,28,23,25,25,28
Isi congress ke diye hue naasor ho tm log.Jiski wajah se ye desh faltu cheejo me uljha hua hai. Chahe wo kashmir ho ya triple talaq.,49,57,57,49,57,57,45,55,57,72,55,45,44,57,44,57,55,40,55,49,41,57,57,49
Wahi to Hum kah rahe samvidhan me triple talaq h. Tum q nhi isalam wala rape ka qanon lagu karwa dete,35,42,42,34,42,42,30,43,42,54,43,30,31,42,31,42,42,29,43,35,30,42,42,35
Ary bhai kaha khara hua ha Ese he Politics me ana asan kaam ha,19,23,23,20,23,23,17,22,23,34,22,17,17,23,17,23,23,16,22,19,16,23,23,19
"Cow, Love Jihad, Triple talaq yahi to Desh ke asli mudde hai",20,25,25,20,25,25,19,22,25,30,22,19,21,25,21,25,22,18,22,20,15,25,25,20
Abhi Bollywood wale chup rahenge.Unka janwar pyar kam ho jayega.Dawood bhaiya naraz ho jayenge,36,37,37,34,37,37,30,41,37,56,41,30,29,37,29,37,40,28,41,36,24,37,37,36
"Development tum logo ka bahut kiya congress ne 60 saal me. Daliton se bhi buri haalat me ho. Kabhi triple talaq ,shariyat ke alawa bhi socho",48,56,56,48,56,56,39,53,56,69,53,39,39,56,39,56,48,38,53,48,36,56,56,48
Aap logo se bahut ummid hai. Jaan maal ka nuksan na ho or shaanti bani rahe. Vote ki politics baad mai bhi hogi.,38,40,40,38,40,40,34,47,40,69,47,34,32,40,32,40,45,33,47,38,30,40,40,38
Rapist baba ke liye bhi kuch bol dijiye PM sahab.  Ya bas vote bank politics hi karte rahiyega. #RamRahimVerdict,38,41,41,39,41,41,30,43,41,58,43,30,34,41,34,41,43,33,43,38,34,41,41,38
@_harshtags tum tweet-tey bhi iPad se ho aur hume jata rahe ho k tum gareebi rekha se niche ho? #Irony #SuchIsLife,46,52,52,47,52,52,38,52,52,73,52,38,41,52,41,52,48,38,52,46,40,52,52,46
